,col1
764,\xf0\x9f\x87\xb8\xf0\x9f\x87\xb2
765,\xf0\x9f\xa4\x99\xf0\x9f\x8f\xbf
766,\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbc
767,\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbd
768,\xf0\x9f\x87\xb8\xf0\x9f\x87\xa8
769,\xf0\x9f\xa4\xbe\xf0\x9f\x8f\xbe
770,\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbe
771,\xf0\x9f\x87\xb9\xf0\x9f\x87\xa9
772,\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8
773,\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe
774,\xf0\x9f\xab\x85\xf0\x9f\x8f\xbf
775,\xf0\x9f\x87\xa6\xf0\x9f\x87\xae
776,\xf0\x9f\x99\x85\xf0\x9f\x8f\xbb
777,\xf0\x9f\xa7\x9d\xf0\x9f\x8f\xbc
778,\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbe
779,\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf
780,\xf0\x9f\xa7\x9c\xf0\x9f\x8f\xbf
781,\xf0\x9f\xa7\x9a\xf0\x9f\x8f\xbf
782,\xf0\x9f\x87\xb4\xf0\x9f\x87\xb2
783,\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbe
784,\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbe
785,\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf
786,\xf0\x9f\xa4\xb3\xf0\x9f\x8f\xbd
787,\xf0\x9f\x87\xb2\xf0\x9f\x87\xb2
788,\xf0\x9f\x91\xbc\xf0\x9f\x8f\xbd
789,\xf0\x9f\x99\x86\xf0\x9f\x8f\xbf
790,\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbd
791,\xf0\x9f\x87\xa8\xf0\x9f\x87\xae
792,\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbf
793,\xf0\x9f\x87\xa6\xf0\x9f\x87\xb9
794,\xf0\x9f\x87\xb2\xf0\x9f\x87\xb5
795,\xf0\x9f\x87\xac\xf0\x9f\x87\xb8
796,\xf0\x9f\xa7\x98\xf0\x9f\x8f\xbc
797,\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbf
798,\xf0\x9f\x87\xb8\xf0\x9f\x87\xaa
799,\xf0\x9f\x91\xae\xf0\x9f\x8f\xbe
800,\xf0\x9f\x87\xa7\xf0\x9f\x87\xb7
801,\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbe
802,\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc
803,\xf0\x9f\x87\xb9\xf0\x9f\x87\xb2
804,\xf0\x9f\xa5\xb7\xf0\x9f\x8f\xbb
805,\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf
806,\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbe
807,\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbd
808,\xf0\x9f\x91\x90\xf0\x9f\x8f\xbc
809,\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc
810,\xf0\x9f\xa4\x9c\xf0\x9f\x8f\xbb
811,\xf0\x9f\x87\xb9\xf0\x9f\x87\xb3
812,\xf0\x9f\xa7\x95\xf0\x9f\x8f\xbc
813,\xf0\x9f\xa7\x8f\xf0\x9f\x8f\xbb
814,\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbe
815,\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbb
816,\xf0\x9f\x91\x86\xf0\x9f\x8f\xbc
817,\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbe
818,\xf0\x9f\x87\xaf\xf0\x9f\x87\xaa
819,\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf
820,\xf0\x9f\x9b\x80\xf0\x9f\x8f\xbb
821,\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbe
822,\xf0\x9f\x87\xa9\xf0\x9f\x87\xbf
823,\xf0\x9f\xab\xb7\xf0\x9f\x8f\xbb
824,\xf0\x9f\x87\xac\xf0\x9f\x87\xb2
825,\xf0\x9f\xab\xb7\xf0\x9f\x8f\xbf
826,\xf0\x9f\xab\xb5\xf0\x9f\x8f\xbb
827,\xf0\x9f\xab\xb7\xf0\x9f\x8f\xbd
828,\xf0\x9f\xa4\xb5\xf0\x9f\x8f\xbd
829,\xf0\x9f\xa4\xbd\xf0\x9f\x8f\xbb
830,\xf0\x9f\x87\xa7\xf0\x9f\x87\xa7
831,\xf0\x9f\xa4\xb1\xf0\x9f\x8f\xbc
832,\xf0\x9f\x87\xb2\xf0\x9f\x87\xb1
833,\xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb
834,\xf0\x9f\xa5\xb7\xf0\x9f\x8f\xbf
835,\xf0\x9f\xab\xb7\xf0\x9f\x8f\xbe
836,\xf0\x9f\x87\xbb\xf0\x9f\x87\xb3
837,\xf0\x9f\x99\x86\xf0\x9f\x8f\xbb
838,\xf0\x9f\xa7\x92\xf0\x9f\x8f\xbb
839,\xf0\x9f\xa4\xb5\xf0\x9f\x8f\xbf
840,\xf0\x9f\x87\xa8\xf0\x9f\x87\xb3
841,\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbe
842,\xf0\x9f\x9b\x80\xf0\x9f\x8f\xbd
843,\xf0\x9f\xa4\xb8\xf0\x9f\x8f\xbb
844,\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbd
845,\xf0\x9f\x91\x82\xf0\x9f\x8f\xbd
846,\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbd
847,\xf0\x9f\x87\xb5\xf0\x9f\x87\xab
848,\xf0\x9f\x91\x88\xf0\x9f\x8f\xbe
849,\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb
850,\xf0\x9f\x87\xb5\xf0\x9f\x87\xb8
851,\xf0\x9f\x91\x86\xf0\x9f\x8f\xbf
852,\xf0\x9f\x87\xaa\xf0\x9f\x87\xac
853,\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb
854,\xf0\x9f\xa7\x99\xf0\x9f\x8f\xbe
855,\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb
856,\xf0\x9f\x87\xa8\xf0\x9f\x87\xad
857,\xf0\x9f\x87\xae\xf0\x9f\x87\xb1
858,\xf0\x9f\x87\xba\xf0\x9f\x87\xac
859,\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbf
860,\xf0\x9f\x92\x87\xf0\x9f\x8f\xbe
861,\xf0\x9f\x87\xba\xf0\x9f\x87\xbf
862,\xf0\x9f\x87\xb1\xf0\x9f\x87\xbe
863,\xf0\x9f\x91\x90\xf0\x9f\x8f\xbd
864,\xf0\x9f\xab\xb8\xf0\x9f\x8f\xbe
865,\xf0\x9f\xa4\x9b\xf0\x9f\x8f\xbc
866,\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd
867,\xf0\x9f\x87\xaa\xf0\x9f\x87\xb7
868,\xf0\x9f\x92\x85\xf0\x9f\x8f\xbc
869,\xf0\x9f\x99\x85\xf0\x9f\x8f\xbf
870,\xf0\x9f\xa6\xb6\xf0\x9f\x8f\xbb
871,\xf0\x9f\xab\x84\xf0\x9f\x8f\xbc
872,\xf0\x9f\xa7\x8e\xf0\x9f\x8f\xbd
873,\xf0\x9f\x92\x8f\xf0\x9f\x8f\xbb
874,\xf0\x9f\xa4\xbe\xf0\x9f\x8f\xbf
875,\xf0\x9f\x91\xb3\xf0\x9f\x8f\xbd
876,\xf0\x9f\xa7\x8d\xf0\x9f\x8f\xbb
877,\xf0\x9f\x87\xb5\xf0\x9f\x87\xbe
878,\xf0\x9f\xa4\x9f\xf0\x9f\x8f\xbe
879,\xf0\x9f\x95\xb4\xf0\x9f\x8f\xbd
880,\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbb
881,\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbf
882,\xf0\x9f\x87\xb2\xf0\x9f\x87\xb6
883,\xf0\x9f\xa4\x9b\xf0\x9f\x8f\xbd
884,\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe
885,\xf0\x9f\x87\xac\xf0\x9f\x87\xb7
886,\xf0\x9f\x97\x9e\xef\xb8\x8f
887,\xf0\x9f\x8c\xab\xef\xb8\x8f
888,\xe2\x9b\xb9\xf0\x9f\x8f\xbf
889,\xe2\x9c\x8b\xf0\x9f\x8f\xbf
890,\xf0\x9f\x9b\xb0\xef\xb8\x8f
891,\xf0\x9f\x9b\x8d\xef\xb8\x8f
892,\xf0\x9f\x9b\xa4\xef\xb8\x8f
893,\xf0\x9f\x8e\x97\xef\xb8\x8f
894,\xf0\x9f\x8f\x8b\xef\xb8\x8f
895,\x32\xef\xb8\x8f\xe2\x83\xa3
896,\xf0\x9f\x8f\xb3\xef\xb8\x8f
897,\xf0\x9f\x8f\x8e\xef\xb8\x8f
898,\xf0\x9f\x9b\xa5\xef\xb8\x8f
899,\xf0\x9f\x8f\x97\xef\xb8\x8f
900,\xf0\x9f\x9b\xa0\xef\xb8\x8f
901,\xf0\x9f\x97\x82\xef\xb8\x8f
902,\xe2\x98\x9d\xf0\x9f\x8f\xbd
903,\xf0\x9f\x85\xb1\xef\xb8\x8f
904,\xf0\x9f\x95\xb0\xef\xb8\x8f
905,\xf0\x9f\x95\xb4\xef\xb8\x8f
906,\xf0\x9f\x8c\xa1\xef\xb8\x8f
907,\xf0\x9f\x9b\xa1\xef\xb8\x8f
908,\xf0\x9f\x97\xaf\xef\xb8\x8f
909,\xe2\x9c\x8d\xf0\x9f\x8f\xbb
910,\xf0\x9f\x8c\xa9\xef\xb8\x8f
911,\xf0\x9f\x88\xb7\xef\xb8\x8f
912,\xf0\x9f\x8f\x9f\xef\xb8\x8f
913,\xf0\x9f\x85\xbe\xef\xb8\x8f
914,\xf0\x9f\x9b\x8b\xef\xb8\x8f
915,\x39\xef\xb8\x8f\xe2\x83\xa3
916,\xe2\x9c\x8a\xf0\x9f\x8f\xbf
917,\xe2\x9c\x8c\xf0\x9f\x8f\xbc
918,\x38\xef\xb8\x8f\xe2\x83\xa3
919,\xf0\x9f\x8f\x98\xef\xb8\x8f
920,\xe2\x98\x9d\xf0\x9f\x8f\xbe
921,\xf0\x9f\x96\x8d\xef\xb8\x8f
922,\xf0\x9f\x8c\xa6\xef\xb8\x8f
923,\xe2\x9c\x8d\xf0\x9f\x8f\xbe
924,\xe2\x98\x9d\xf0\x9f\x8f\xbf
925,\xf0\x9f\x8e\x99\xef\xb8\x8f
926,\x30\xef\xb8\x8f\xe2\x83\xa3
927,\xf0\x9f\x8e\x9f\xef\xb8\x8f
928,\xf0\x9f\x85\xbf\xef\xb8\x8f
929,\xf0\x9f\x95\x8a\xef\xb8\x8f
930,\xe2\x98\x9d\xf0\x9f\x8f\xbb
931,\xf0\x9f\x95\xaf\xef\xb8\x8f
932,\xe2\x9b\xb9\xf0\x9f\x8f\xbc
933,\xf0\x9f\x8c\xa8\xef\xb8\x8f
934,\xf0\x9f\x9b\x8e\xef\xb8\x8f
935,\xf0\x9f\x9b\xa9\xef\xb8\x8f
936,\xe2\x9b\xb9\xf0\x9f\x8f\xbe
937,\xf0\x9f\x8e\x9e\xef\xb8\x8f
938,\xf0\x9f\x95\xb5\xef\xb8\x8f
939,\xf0\x9f\x8e\x9b\xef\xb8\x8f
940,\xe2\x9c\x8d\xf0\x9f\x8f\xbc
941,\xf0\x9f\x97\x9d\xef\xb8\x8f
942,\xf0\x9f\x8f\x96\xef\xb8\x8f
943,\xf0\x9f\x8c\xac\xef\xb8\x8f
944,\xf0\x9f\x8c\xaa\xef\xb8\x8f
945,\xf0\x9f\x97\xa3\xef\xb8\x8f
946,\xf0\x9f\x8f\x9a\xef\xb8\x8f
947,\x33\xef\xb8\x8f\xe2\x83\xa3
948,\xf0\x9f\x8f\x8d\xef\xb8\x8f
949,\xe2\x9c\x8a\xf0\x9f\x8f\xbb
950,\xe2\x9c\x8c\xf0\x9f\x8f\xbe
951,\xf0\x9f\x8c\xa7\xef\xb8\x8f
952,\xf0\x9f\x97\x92\xef\xb8\x8f
953,\xe2\x9c\x8b\xf0\x9f\x8f\xbd
954,\xf0\x9f\x95\xb7\xef\xb8\x8f
955,\xe2\x9c\x8d\xf0\x9f\x8f\xbd
956,\xf0\x9f\x97\x91\xef\xb8\x8f
957,\xf0\x9f\x96\x8b\xef\xb8\x8f
958,\xe2\x9b\xb9\xf0\x9f\x8f\xbd
959,\x36\xef\xb8\x8f\xe2\x83\xa3
960,\xf0\x9f\x95\xb6\xef\xb8\x8f
961,\xf0\x9f\x91\x81\xef\xb8\x8f
962,\x35\xef\xb8\x8f\xe2\x83\xa3
963,\xf0\x9f\x8e\x9a\xef\xb8\x8f
964,\xf0\x9f\x8f\x8c\xef\xb8\x8f
965,\xf0\x9f\x9b\x8f\xef\xb8\x8f
966,\xe2\x9c\x8d\xf0\x9f\x8f\xbf
967,\xf0\x9f\x8f\x94\xef\xb8\x8f
968,\xf0\x9f\x8f\x9b\xef\xb8\x8f
969,\xf0\x9f\x96\xa5\xef\xb8\x8f
970,\xf0\x9f\x9b\xa3\xef\xb8\x8f
971,\xf0\x9f\x8f\x9c\xef\xb8\x8f
972,\xf0\x9f\x96\xa8\xef\xb8\x8f
973,\xe2\x9c\x8b\xf0\x9f\x8f\xbc
974,\xe2\x9c\x8a\xf0\x9f\x8f\xbe
975,\xf0\x9f\x9b\xb3\xef\xb8\x8f
976,\xf0\x9f\x8e\x96\xef\xb8\x8f
977,\xf0\x9f\x97\x93\xef\xb8\x8f
978,\xf0\x9f\x97\x9c\xef\xb8\x8f
979,\xf0\x9f\x8f\x99\xef\xb8\x8f
980,\xe2\x9b\xb9\xf0\x9f\x8f\xbb
981,\xf0\x9f\x93\xbd\xef\xb8\x8f
982,\xf0\x9f\x96\x8a\xef\xb8\x8f
983,\xf0\x9f\x97\xa8\xef\xb8\x8f
984,\xf0\x9f\x96\x87\xef\xb8\x8f
985,\xf0\x9f\x95\xb3\xef\xb8\x8f
986,\xf0\x9f\x8f\xb5\xef\xb8\x8f
987,\xf0\x9f\x96\x8c\xef\xb8\x8f
988,\xf0\x9f\x95\xb9\xef\xb8\x8f
989,\xf0\x9f\x97\x84\xef\xb8\x8f
990,\x2a\xef\xb8\x8f\xe2\x83\xa3
991,\xf0\x9f\x8f\x9e\xef\xb8\x8f
992,\xf0\x9f\x8c\xa4\xef\xb8\x8f
993,\xf0\x9f\x95\xb8\xef\xb8\x8f
994,\x31\xef\xb8\x8f\xe2\x83\xa3
995,\xf0\x9f\x8c\xb6\xef\xb8\x8f
996,\xe2\x9c\x8c\xf0\x9f\x8f\xbb
997,\xf0\x9f\x8c\xa5\xef\xb8\x8f
998,\xf0\x9f\x8f\x9d\xef\xb8\x8f
999,\xf0\x9f\x97\x83\xef\xb8\x8f
1000,\xf0\x9f\x97\xa1\xef\xb8\x8f
1001,\x23\xef\xb8\x8f\xe2\x83\xa3
1002,\x34\xef\xb8\x8f\xe2\x83\xa3
1003,\xf0\x9f\x8f\x95\xef\xb8\x8f
1004,\xe2\x9c\x8c\xf0\x9f\x8f\xbd
1005,\xe2\x9c\x8a\xf0\x9f\x8f\xbc
1006,\xf0\x9f\x95\x89\xef\xb8\x8f
1007,\xf0\x9f\x9b\xa2\xef\xb8\x8f
1008,\xe2\x9c\x8b\xf0\x9f\x8f\xbe
1009,\xf0\x9f\x96\xb2\xef\xb8\x8f
1010,\xf0\x9f\x96\xb1\xef\xb8\x8f
1011,\xf0\x9f\x97\xba\xef\xb8\x8f
1012,\xf0\x9f\x8f\xb7\xef\xb8\x8f
1013,\xf0\x9f\x88\x82\xef\xb8\x8f
1014,\xf0\x9f\x96\xbc\xef\xb8\x8f
1015,\xe2\x9c\x8a\xf0\x9f\x8f\xbd
1016,\xf0\x9f\x96\x90\xef\xb8\x8f
1017,\xe2\x9c\x8c\xf0\x9f\x8f\xbf
1018,\xf0\x9f\x90\xbf\xef\xb8\x8f
1019,\xf0\x9f\x8d\xbd\xef\xb8\x8f
1020,\xf0\x9f\x97\xb3\xef\xb8\x8f
1021,\xe2\x98\x9d\xf0\x9f\x8f\xbc
1022,\xf0\x9f\x85\xb0\xef\xb8\x8f
1023,\x37\xef\xb8\x8f\xe2\x83\xa3
1024,\xe2\x9c\x8b\xf0\x9f\x8f\xbb
1025,\xe2\x96\xaa\xef\xb8\x8f
1026,\xe2\x98\xaf\xef\xb8\x8f
1027,\xe2\x9a\xb0\xef\xb8\x8f
1028,\xe2\x9c\x8d\xef\xb8\x8f
1029,\xe2\x8f\xb1\xef\xb8\x8f
1030,\xe2\x9c\x92\xef\xb8\x8f
1031,\xe2\x81\x89\xef\xb8\x8f
1032,\xe2\x9b\x88\xef\xb8\x8f
1033,\xe3\x8a\x99\xef\xb8\x8f
1034,\xe2\x86\xa9\xef\xb8\x8f
1035,\xe2\x80\xbc\xef\xb8\x8f
1036,\xe2\x8f\x8f\xef\xb8\x8f
1037,\xe2\x9c\x9d\xef\xb8\x8f
1038,\xe2\x99\xbb\xef\xb8\x8f
1039,\xe2\x9a\x94\xef\xb8\x8f
1040,\xe2\x8f\xb9\xef\xb8\x8f
1041,\xe2\x86\x94\xef\xb8\x8f
1042,\xe2\x97\xbb\xef\xb8\x8f
1043,\xe2\x8f\xb2\xef\xb8\x8f
1044,\xe2\x98\xb8\xef\xb8\x8f
1045,\xe2\x9d\xa3\xef\xb8\x8f
1046,\xe2\x93\x82\xef\xb8\x8f
1047,\xe2\x9b\x93\xef\xb8\x8f
1048,\xe2\xac\x87\xef\xb8\x8f
1049,\xe2\x86\x99\xef\xb8\x8f
1050,\xe2\x96\xab\xef\xb8\x8f
1051,\xe2\x9a\xa7\xef\xb8\x8f
1052,\xe2\x98\x80\xef\xb8\x8f
1053,\xe2\x9a\x99\xef\xb8\x8f
1054,\xe2\x86\x96\xef\xb8\x8f
1055,\xe2\x8f\xad\xef\xb8\x8f
1056,\xe2\x9a\x97\xef\xb8\x8f
1057,\xe2\x97\xbc\xef\xb8\x8f
1058,\xe2\x98\xaa\xef\xb8\x8f
1059,\xe2\x98\x84\xef\xb8\x8f
1060,\xe2\x86\x97\xef\xb8\x8f
1061,\xe2\x9a\x95\xef\xb8\x8f
1062,\xe2\x9c\x82\xef\xb8\x8f
1063,\xe2\x98\xa6\xef\xb8\x8f
1064,\xe2\x99\x82\xef\xb8\x8f
1065,\xe2\x9a\xb1\xef\xb8\x8f
1066,\xe2\x9a\x92\xef\xb8\x8f
1067,\xe2\x8f\xb8\xef\xb8\x8f
1068,\xe2\xa4\xb5\xef\xb8\x8f
1069,\xe2\x8f\xba\xef\xb8\x8f
1070,\xe2\x9c\xb3\xef\xb8\x8f
1071,\xe2\x9c\x94\xef\xb8\x8f
1072,\xe2\x8c\xa8\xef\xb8\x8f
1073,\xe2\x98\x81\xef\xb8\x8f
1074,\xe2\x98\xb9\xef\xb8\x8f
1075,\xe3\x80\xbd\xef\xb8\x8f
1076,\xe2\x9d\x87\xef\xb8\x8f
1077,\xe2\x98\xa0\xef\xb8\x8f
1078,\xe2\x99\x9f\xef\xb8\x8f
1079,\xe2\x9b\xb9\xef\xb8\x8f
1080,\xe2\x98\xae\xef\xb8\x8f
1081,\xe2\x9a\x9c\xef\xb8\x8f
1082,\xe2\xac\x85\xef\xb8\x8f
1083,\xe2\x84\xa2\xef\xb8\x8f
1084,\xe2\x9b\xb7\xef\xb8\x8f
1085,\xe2\x9b\xb4\xef\xb8\x8f
1086,\xe2\xac\x86\xef\xb8\x8f
1087,\xe2\x9c\xb4\xef\xb8\x8f
1088,\xe2\x9d\xa4\xef\xb8\x8f
1089,\xe2\x9b\xa9\xef\xb8\x8f
1090,\xe2\x98\x83\xef\xb8\x8f
1091,\xe2\x9d\x84\xef\xb8\x8f
1092,\xe2\x9a\x9b\xef\xb8\x8f
1093,\xe2\x96\xb6\xef\xb8\x8f
1094,\xe2\x9c\x96\xef\xb8\x8f
1095,\xe2\x9a\xa0\xef\xb8\x8f
1096,\xe2\x98\xba\xef\xb8\x8f
1097,\xe2\x9b\xb1\xef\xb8\x8f
1098,\xe2\x99\xa6\xef\xb8\x8f
1099,\xe2\x98\x98\xef\xb8\x8f
1100,\xe2\x9b\xb8\xef\xb8\x8f
1101,\xe2\x86\xaa\xef\xb8\x8f
1102,\xe2\x98\x8e\xef\xb8\x8f
1103,\xe2\x8f\xaf\xef\xb8\x8f
1104,\xe3\x8a\x97\xef\xb8\x8f
1105,\xe2\x9c\x8c\xef\xb8\x8f
1106,\xe2\x9b\x8f\xef\xb8\x8f
1107,\xe2\x99\xa5\xef\xb8\x8f
1108,\xe2\x98\xa3\xef\xb8\x8f
1109,\xe2\x9b\xb0\xef\xb8\x8f
1110,\xe2\x9b\x91\xef\xb8\x8f
1111,\xe2\x98\x91\xef\xb8\x8f
1112,\xe2\x84\xb9\xef\xb8\x8f
1113,\xe2\x86\x95\xef\xb8\x8f
1114,\xe3\x80\xb0\xef\xb8\x8f
1115,\xe2\x9c\x8f\xef\xb8\x8f
1116,\xe2\x8f\xae\xef\xb8\x8f
1117,\xe2\x98\x9d\xef\xb8\x8f
1118,\xe2\x86\x98\xef\xb8\x8f
1119,\xe2\x99\xa0\xef\xb8\x8f
1120,\xe2\xa4\xb4\xef\xb8\x8f
1121,\xe2\x98\xa2\xef\xb8\x8f
1122,\xe2\x99\xbe\xef\xb8\x8f
1123,\xe2\x9a\x96\xef\xb8\x8f
1124,\xe2\x9e\xa1\xef\xb8\x8f
1125,\xe2\x9c\xa1\xef\xb8\x8f
1126,\xe2\x99\xa3\xef\xb8\x8f
1127,\xe2\x98\x82\xef\xb8\x8f
1128,\xe2\x99\x80\xef\xb8\x8f
1129,\xe2\x9c\x89\xef\xb8\x8f
1130,\xe2\x9c\x88\xef\xb8\x8f
1131,\xe2\x99\xa8\xef\xb8\x8f
1132,\xe2\x97\x80\xef\xb8\x8f
1133,\xc2\xa9\xef\xb8\x8f
1134,\xc2\xae\xef\xb8\x8f
1135,\xf0\x9f\x9a\xa0
1136,\xf0\x9f\x93\xa6
1137,\xf0\x9f\xa6\xb6
1138,\xf0\x9f\xaa\xad
1139,\xf0\x9f\xaa\xa4
1140,\xf0\x9f\xa4\x8e
1141,\xf0\x9f\x93\xa7
1142,\xf0\x9f\xaa\xb9
1143,\xf0\x9f\x92\xbd
1144,\xf0\x9f\x8f\x9c
1145,\xf0\x9f\x95\x89
1146,\xf0\x9f\xa7\xad
1147,\xf0\x9f\x99\x8f
1148,\xf0\x9f\x9f\xa2
1149,\xf0\x9f\x85\xb1
1150,\xf0\x9f\x90\xad
1151,\xf0\x9f\x89\x90
1152,\xf0\x9f\x97\x9e
1153,\xf0\x9f\x90\x81
1154,\xf0\x9f\x94\xb8
1155,\xf0\x9f\x8e\xad
1156,\xf0\x9f\x95\xa6
1157,\xf0\x9f\x90\x92
1158,\xf0\x9f\xa5\x89
1159,\xf0\x9f\x91\xab
1160,\xf0\x9f\xa5\xb4
1161,\xf0\x9f\x88\xb6
1162,\xf0\x9f\x98\x81
1163,\xf0\x9f\x9b\x83
1164,\xf0\x9f\xa4\xbe
1165,\xf0\x9f\xaa\x84
1166,\xf0\x9f\x98\xa7
1167,\xf0\x9f\xa9\xb2
1168,\xf0\x9f\x94\x86
1169,\xf0\x9f\x93\x83
1170,\xf0\x9f\xab\xa0
1171,\xf0\x9f\x91\x89
1172,\xf0\x9f\xab\x8e
1173,\xf0\x9f\x8c\x9d
1174,\xf0\x9f\x92\x93
1175,\xf0\x9f\xa4\xa6
1176,\xf0\x9f\xa9\xbb
1177,\xf0\x9f\x91\xaf
1178,\xf0\x9f\x8e\xb8
1179,\xf0\x9f\x98\xbc
1180,\xf0\x9f\x8c\x90
1181,\xf0\x9f\x8f\xb7
1182,\xf0\x9f\x92\xa1
1183,\xf0\x9f\x8e\x97
1184,\xf0\x9f\xab\xa3
1185,\xf0\x9f\x97\x83
1186,\xf0\x9f\xa7\xb8
1187,\xf0\x9f\xa4\xbf
1188,\xf0\x9f\x90\xaa
1189,\xf0\x9f\xa6\xa7
1190,\xf0\x9f\xaa\x97
1191,\xf0\x9f\x9a\x91
1192,\xf0\x9f\x88\xb3
1193,\xf0\x9f\x92\xbc
1194,\xf0\x9f\xa4\x9c
1195,\xf0\x9f\x95\xa5
1196,\xf0\x9f\xa7\xa6
1197,\xf0\x9f\x98\x8c
1198,\xf0\x9f\x91\x82
1199,\xf0\x9f\x94\xa2
1200,\xf0\x9f\x94\x81
1201,\xf0\x9f\x93\xb6
1202,\xf0\x9f\x87\xbc
1203,\xf0\x9f\x90\xaf
1204,\xf0\x9f\x9a\xad
1205,\xf0\x9f\x8e\xb7
1206,\xf0\x9f\x90\x9a
1207,\xf0\x9f\xab\x8f
1208,\xf0\x9f\x87\xa9
1209,\xf0\x9f\xa4\x97
1210,\xf0\x9f\xa7\xa5
1211,\xf0\x9f\x8c\x86
1212,\xf0\x9f\x90\x8c
1213,\xf0\x9f\x8e\x8d
1214,\xf0\x9f\xaa\x95
1215,\xf0\x9f\x91\xaa
1216,\xf0\x9f\x98\x98
